Coupons & Retail-Value-Added;Retail-Value-Added;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;970363;1555391;2559883;3453446;4761792;0;0;0;0;0;0;0;0;0;0;0;0;0
Internet;Internet;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;432;215;125;651;949;841;0;0;0;0;0;0;0;0;0;0;0;0;0
Price Discounts;Price Discounts;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;7873835;10808239;10932199;9776069;9205106;7699362;7171092;6672428;6490832;6996942;7802044;7642441;0
Promotional Allowances;Promotional Allowances _ Retailers;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1333097;1229327;542213;43583;434239;454139;4815;428675;369992;356991;35129;291334;260254
Promotional Allowances;Promotional Allowances _ Wholesalers;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;446327;683067;387758;410363;471204;479032;448461;449006;41037;401006;391146;397182;363300
Promotional Allowances;Promotional Allowances _  Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2767;2786;1323;1493;N/A;N/A;1245;965;210;N/A;N/A;548;632
Specialty Item Distribution;Specialty Item Distribution _ Branded;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49423;9195;8011;5255;5546;807;7188;7472;6322;5607;1683;2974;1486
Specialty Item Distribution;Specialty Item Distribution - Non-Branded;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174201;254956;216577;225279;163761;160047;93798;74956;65574;44394;25226;29504;37747
Public Entertainment;Public Entertainment _ Adult-Only;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219016;150889;140137;214075;168098;160104;154749;134328;138889;129822;113581;104647;104898
Public Entertainment;Public Entertainment _ General-Audience;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34089;32849;115;152;N/A;N/A;N/A;N/A;N/A;0;N/A;0;0
Sponsorships;Sponsorships;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;54247;31371;28231;30575;N/A;N/A;N/A;N/A;0;0;0;0;0
Coupons & Retail-Value-Added;Retail-Value-Added _ Bonus Cigarettes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1060304;677308;636221;72501;817792;981566;721818;11736;N/A;0;0;0;0
Coupons & Retail-Value-Added;Retail-Value-Added _ Non-Cigarette Bonus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24727;20535;14343;7526;14642;1772;10983;N/A;0;0;0;0;0
Internet;Company Website;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;940;2851;1401;2675;6497;2351;13172;183;20829;21898;21403;15402;16632
Internet;Internet _ Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N/A;N/A;N/A;N/A;N/A;1309;N/A;N/A
Telephone;Telephone;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;679;760;346;59;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;65
Price Discounts;Price Discounts - Retailers;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5562788
Price Discounts;Price Discounts - Wholesalers;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1201301
Audio-Visual;Audio-Visual;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N/A;0;0
Social Media;Social Media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other;Other;220841;10311;18182;26157;421;6031;56694;86226;181813;123951;286035;443043;25257;299355;78366;8929;62917;68758;41608;6368;47672;3368;46696;50207;61584;54658;63395;104797;112879;117563;102369;99025;151392;155843;143688;122002;73291;78220;93182;68489;82542
Total;Total;361;491254;639117;779463;874971;1083425;1242289;1547658;1793814;1900771;2095231;2476441;2382357;2580504;3274853;3616993;3992008;4650114;5231917;6035437;4833532;4895223;5107700;5660014;6733157;8237631;9592627;11216220;12466358;15145998;14149859;13110958;12489692;10864767;9943068;8531375;8045602;8365624;9167824;8948210;8489234
